address,year,sub_area
"ул. Короленко, д. 1, к. 1",1960,муниципальный округ Сокольники
"ул. Гастелло, д. 39",1961,муниципальный округ Сокольники
"ул. Рыбинская 3-я, д. 30",1961,муниципальный округ Сокольники
"ул. Стромынка, д. 1",1961,муниципальный округ Сокольники
"ул. Стромынка, д. 15",1961,муниципальный округ Сокольники
"ул. Сокольническая Слободка, д. 10",1962,муниципальный округ Сокольники
"ул. Короленко, д. 1, к. 5",1962,муниципальный округ Сокольники
"ул. Сокольнический Вал, д. 6, к. 1",1962,муниципальный округ Сокольники
"ул. Стромынка, д. 14, к. 2",1962,муниципальный округ Сокольники
"ул. Стромынка, д. 16",1962,муниципальный округ Сокольники
"ул. Стромынка, д. 14, к. 1",1962,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 15",1962,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 13",1962,муниципальный округ Сокольники
"ул. Сокольнический Вал, д. 2",1962,муниципальный округ Сокольники
"ул. Шумкина, д. 9",1962,муниципальный округ Сокольники
"ул. Рыбинская 3-я, д. 19",1962,муниципальный округ Сокольники
"ул. Сокольнический Вал, д. 6, к. 2",1962,муниципальный округ Сокольники
"ул. Сокольнический Вал, д. 4",1962,муниципальный округ Сокольники
"ул. Короленко, д. 1, к. 8",1963,муниципальный округ Сокольники
