address,year,sub_area
"пер. Вольный, д. 6",1956,муниципальный округ Соколиная гора
"ул. Борисовская, д. 8А",1956,муниципальный округ Соколиная гора
"ул. Борисовская, д. 12",1956,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 26",1956,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 29/1",1957,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 6",1957,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 27",1957,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 20",1957,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 31/35",1957,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 30/6",1957,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 34",1957,муниципальный округ Соколиная гора
"ул. Лечебная, д. 5",1957,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 57/20",1957,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 27, к. 3",1957,муниципальный округ Соколиная гора
"проезд. Окружной, д. 13",1957,муниципальный округ Соколиная гора
"пер. Кирпичный 1-й, д. 17",1957,муниципальный округ Соколиная гора
"ул. Лечебная, д. 19",1957,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 4",1957,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 21",1957,муниципальный округ Соколиная гора
"ш. Измайловское, д. 57",1957,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 15",1958,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 13",1958,муниципальный округ Соколиная гора
"проезд. Окружной, д. 11, к. 7",1958,муниципальный округ Соколиная гора
"ул. Буракова, д. 23А",1958,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 18, к. 1",1958,муниципальный округ Соколиная гора
"проезд. Энтузиастов, д. 19А",1958,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 6",1958,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 17",1958,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 25, к. 3",1958,муниципальный округ Соколиная гора
"ул. Буракова, д. 17, к. 2",1958,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 16, к. 2",1958,муниципальный округ Соколиная гора
"пер. Кирпичный 1-й, д. 19",1958,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 1/20",1958,муниципальный округ Соколиная гора
"проезд. Окружной, д. 12",1958,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 44",1958,муниципальный округ Соколиная гора
"проезд. Окружной, д. 11, к. 6",1958,муниципальный округ Соколиная гора
"ул. Лечебная, д. 7/23",1958,муниципальный округ Соколиная гора
"ул. Лечебная, д. 17",1958,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 25",1958,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 27А",1958,муниципальный округ Соколиная гора
"ул. Лечебная, д. 3",1958,муниципальный округ Соколиная гора
"проезд. Окружной, д. 14, к. 1",1958,муниципальный округ Соколиная гора
"ул. Уткина, д. 41Б",1958,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 15",1958,муниципальный округ Соколиная гора
"ул. Буракова, д. 21",1959,муниципальный округ Соколиная гора
"пер. Кирпичный 1-й, д. 26",1959,муниципальный округ Соколиная гора
"ул. Лечебная, д. 1/36",1959,муниципальный округ Соколиная гора
"проезд. Окружной, д. 15, к. 1",1959,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 32",1959,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 27, к. 3",1959,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 47",1959,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 26",1959,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 25, к. 2",1959,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 25, к. 1",1959,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 19",1959,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 8",1959,муниципальный округ Соколиная гора
"ул. Уткина, д. 44",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 23, к. 3",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 13",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 12",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 20",1959,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 18",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 18, к. 2",1959,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 4",1959,муниципальный округ Соколиная гора
"ул. Гаражная, д. 5",1959,муниципальный округ Соколиная гора
"проезд. Окружной, д. 17",1959,муниципальный округ Соколиная гора
"ул. Борисовская, д. 18",1959,муниципальный округ Соколиная гора
"проезд. Окружной, д. 11, к. 5",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 19",1959,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 25, к. 4",1959,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 12",1959,муниципальный округ Соколиная гора
"ул. Мироновская, д. 44",1960,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 24, к. 2",1960,муниципальный округ Соколиная гора
"ул. Борисовская, д. 2/31",1960,муниципальный округ Соколиная гора
"ул. Буракова, д. 23",1960,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 47А",1960,муниципальный округ Соколиная гора
"проезд. Окружной, д. 14, к. 2",1960,муниципальный округ Соколиная гора
"ш. Измайловское, д. 55",1960,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 49",1960,муниципальный округ Соколиная гора
"ул. Борисовская, д. 27",1960,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 16",1960,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 10, к. 4",1960,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 24, к. 1",1960,муниципальный округ Соколиная гора
"ул. Уткина, д. 37",1960,муниципальный округ Соколиная гора
"ул. Уткина, д. 38",1960,муниципальный округ Соколиная гора
"ул. Уткина, д. 39",1960,муниципальный округ Соколиная гора
"ул. Уткина, д. 41А",1960,муниципальный округ Соколиная гора
"проезд. Энтузиастов, д. 19Б",1960,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 19А",1960,муниципальный округ Соколиная гора
"проезд. Окружной, д. 22/64",1960,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 50",1960,муниципальный округ Соколиная гора
"ул. Борисовская, д. 21",1960,муниципальный округ Соколиная гора
"проезд. Окружной, д. 23",1960,муниципальный округ Соколиная гора
"проезд. Окружной, д. 24",1960,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 11",1960,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 37",1960,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 19",1960,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 48",1960,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 40",1960,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 26А",1960,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 24, к. 1",1960,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 16",1960,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 35",1960,муниципальный округ Соколиная гора
"ул. Буракова, д. 13",1960,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 41/17",1960,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 39, к. 2",1960,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 15",1961,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 21, к. 5",1961,муниципальный округ Соколиная гора
"ш. Измайловское, д. 15, к. 2",1961,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 3",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 22, к. 2",1961,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 34/5",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 11",1961,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 10, к. 2",1961,муниципальный округ Соколиная гора
"ул. Борисовская, д. 35",1961,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 10, к. 1",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 49",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 37, к. 2",1961,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 12А",1961,муниципальный округ Соколиная гора
"ул. Мироновская, д. 40",1961,муниципальный округ Соколиная гора
"ул. Вольная, д. 3",1961,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 19Б",1961,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 49",1961,муниципальный округ Соколиная гора
"ш. Измайловское, д. 11",1961,муниципальный округ Соколиная гора
"ул. Ибрагимова, д. 5А",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 27, к. 2",1961,муниципальный округ Соколиная гора
"ул. Борисовская, д. 7",1961,муниципальный округ Соколиная гора
"проезд. Окружной, д. 15",1961,муниципальный округ Соколиная гора
"проезд. Окружной, д. 30",1961,муниципальный округ Соколиная гора
"пер. Семеновский, д. 18",1961,муниципальный округ Соколиная гора
"ул. Вольная, д. 1",1961,муниципальный округ Соколиная гора
"ул. Мироновская, д. 26",1961,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 43",1961,муниципальный округ Соколиная гора
"ул. Буракова, д. 1, к. 2",1961,муниципальный округ Соколиная гора
"ул. Буракова, д. 3, к. 2",1961,муниципальный округ Соколиная гора
"ул. Вольная, д. 5",1961,муниципальный округ Соколиная гора
"пер. Кирпичный 1-й, д. 14",1961,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 9",1961,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 22, к. 1",1961,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 14",1961,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 12",1961,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 21, к. 3",1961,муниципальный округ Соколиная гора
"ул. Буракова, д. 3, к. 1",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 27, к. 4",1962,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 31А",1962,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 20, к. 2",1962,муниципальный округ Соколиная гора
"проезд. Окружной, д. 36",1962,муниципальный округ Соколиная гора
"ш. Измайловское, д. 15",1962,муниципальный округ Соколиная гора
"ул. Уткина, д. 39А",1962,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 14",1962,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 12",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 20, к. 2",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 20, к. 1",1962,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 32",1962,муниципальный округ Соколиная гора
"ул. Лечебная, д. 14",1962,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 23, к. 2",1962,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 10, к. 3",1962,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 22",1962,муниципальный округ Соколиная гора
"ул. Буракова, д. 1, к. 1",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 39, к. 1",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 28, к. 2",1962,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 28, к. 1",1962,муниципальный округ Соколиная гора
"ш. Измайловское, д. 62",1962,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 45",1962,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 23, к. 1",1963,муниципальный округ Соколиная гора
"ул. Гаражная, д. 3",1963,муниципальный округ Соколиная гора
"ул. Буракова, д. 15/1",1963,муниципальный округ Соколиная гора
"пер. Семеновский, д. 18А",1963,муниципальный округ Соколиная гора
"ул. Буракова, д. 7, к. 2",1963,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 22, к. 3",1963,муниципальный округ Соколиная гора
"ул. Гаражная, д. 3А",1963,муниципальный округ Соколиная гора
"проезд. Окружной, д. 35",1963,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 29/2",1963,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 39, к. 3",1963,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 37, к. 1",1963,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 6",1963,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 21",1963,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 12",1963,муниципальный округ Соколиная гора
"ул. Мироновская, д. 28",1964,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 12",1964,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 47",1964,муниципальный округ Соколиная гора
"ш. Измайловское, д. 15, к. 1",1964,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 1",1964,муниципальный округ Соколиная гора
"ул. Лечебная, д. 18",1964,муниципальный округ Соколиная гора
"ул. Буракова, д. 7, к. 1",1964,муниципальный округ Соколиная гора
"ул. Вольная, д. 22",1964,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 51",1965,муниципальный округ Соколиная гора
"ул. Буракова, д. 5, к. 2",1965,муниципальный округ Соколиная гора
"ш. Измайловское, д. 13",1965,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 21, к. 4",1965,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 15/2",1965,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 32/7",1965,муниципальный округ Соколиная гора
"ш. Измайловское, д. 29",1965,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 20, к. 1",1965,муниципальный округ Соколиная гора
"ул. Буракова, д. 5, к. 1",1965,муниципальный округ Соколиная гора
"ул. Лечебная, д. 16",1966,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 37, к. 3",1966,муниципальный округ Соколиная гора
"ул. Вольная, д. 5, к. 1",1966,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 8",1966,муниципальный округ Соколиная гора
"ул. Уткина, д. 45",1966,муниципальный округ Соколиная гора
"ул. Буракова, д. 11",1966,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 19",1966,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 11",1966,муниципальный округ Соколиная гора
"ул. Буракова, д. 9",1967,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 25",1967,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 7",1967,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 3",1967,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 25, к. 1",1967,муниципальный округ Соколиная гора
"ул. Вольная, д. 4",1967,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 5",1967,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 25, к. 2",1967,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 27, к. 5",1968,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 7",1968,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 4",1968,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 1/1",1968,муниципальный округ Соколиная гора
"ул. Ибрагимова, д. 2",1968,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 27, к. 1",1968,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 24, к. 3",1969,муниципальный округ Соколиная гора
"ул. Мироновская, д. 10",1969,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 48",1969,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 8",1969,муниципальный округ Соколиная гора
"ул. Борисовская, д. 37",1969,муниципальный округ Соколиная гора
"ш. Измайловское, д. 45",1969,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 8, к. 1",1969,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 46",1970,муниципальный округ Соколиная гора
"ул. Ткацкая, д. 28/14",1970,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 21",1970,муниципальный округ Соколиная гора
"ш. Измайловское, д. 17",1970,муниципальный округ Соколиная гора
"ш. Измайловское, д. 27",1970,муниципальный округ Соколиная гора
"ш. Измайловское, д. 25",1970,муниципальный округ Соколиная гора
"ш. Измайловское, д. 19",1970,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 9",1970,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 1/1, к. 1",1970,муниципальный округ Соколиная гора
"ш. Измайловское, д. 33",1970,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 17",1970,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 20",1971,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 23/8",1971,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 8",1971,муниципальный округ Соколиная гора
"ул. Зверинецкая, д. 33",1971,муниципальный округ Соколиная гора
"ул. Семеновский Вал, д. 6",1971,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 1/1, к. 2",1971,муниципальный округ Соколиная гора
"ул. Мироновская, д. 9/28",1971,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 19",1971,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 27, к. 2",1971,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 28",1971,муниципальный округ Соколиная гора
"ш. Измайловское, д. 22",1972,муниципальный округ Соколиная гора
"ул. Уткина, д. 45А",1972,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 20, к. 4",1972,муниципальный округ Соколиная гора
"ул. Борисовская, д. 33",1973,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 19, к. 2",1973,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 4, к. 1",1973,муниципальный округ Соколиная гора
"ул. Мироновская, д. 24",1973,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 17",1973,муниципальный округ Соколиная гора
"ул. Ибрагимова, д. 5, к. 1",1973,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 20, к. 3",1973,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 10",1974,муниципальный округ Соколиная гора
"ул. Буракова, д. 11, к. 1",1974,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 14",1974,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 19, к. 1",1974,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 25, к. 3",1974,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 25, к. 4",1975,муниципальный округ Соколиная гора
"ул. Кирпичная, д. 41А",1976,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 12",1976,муниципальный округ Соколиная гора
"ул. Ибрагимова, д. 16",1976,муниципальный округ Соколиная гора
"ш. Измайловское, д. 47",1977,муниципальный округ Соколиная гора
"ул. Вельяминовская, д. 6",1978,муниципальный округ Соколиная гора
"ш. Измайловское, д. 6",1980,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 6, к. 1",1981,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 6, к. 2",1981,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 27",1982,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 28",1983,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 2",1986,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 8, к. 2",1990,муниципальный округ Соколиная гора
"ул. Буракова, д. 19",1993,муниципальный округ Соколиная гора
"ул. Соколиной Горы 10-я, д. 6, к. 1",1994,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 31, к. 1",1995,муниципальный округ Соколиная гора
"ш. Измайловское, д. 24, к. 2",1995,муниципальный округ Соколиная гора
"ш. Измайловское, д. 24, к. 1",1995,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 18, к. 2",1995,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 18, к. 1",1995,муниципальный округ Соколиная гора
"ш. Измайловское, д. 24, к. 3",1995,муниципальный округ Соколиная гора
"ул. Семеновская Б., д. 31, к. 2",1995,муниципальный округ Соколиная гора
"ул. Щербаковская, д. 55",1998,муниципальный округ Соколиная гора
"ул. Соколиной Горы 3-я, д. 1",1998,муниципальный округ Соколиная гора
"ул. Мироновская, д. 18",1999,муниципальный округ Соколиная гора
"ул. Соколиной Горы 9-я, д. 5",2002,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 27",2002,муниципальный округ Соколиная гора
"ул. Соколиной Горы 5-я, д. 25, к. 5",2002,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 20, к. 1",2002,муниципальный округ Соколиная гора
"ул. Соколиной Горы 8-я, д. 8, к. 2",2007,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 9",2009,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 26, к. 1",2009,муниципальный округ Соколиная гора
"ул. Борисовская, д. 1",2009,муниципальный округ Соколиная гора
"ул. Мироновская, д. 25",2010,муниципальный округ Соколиная гора
"пр-кт. Буденного, д. 26, к. 2",2010,муниципальный округ Соколиная гора
"ул. Фортунатовская, д. 10",2010,муниципальный округ Соколиная гора
"ул. Мироновская, д. 46",2012,муниципальный округ Соколиная гора
"ул. Бориса Жигуленкова, д. 7",2012,муниципальный округ Соколиная гора
"ул. Мироновская, д. 46, к. 1",2013,муниципальный округ Соколиная гора
"ул. Борисовская, д. 4",2016,муниципальный округ Соколиная гора
"ул. Бабаевская, д. 1/8, стр. 1",1895,муниципальный округ Сокольники
"ул. Рыбинская 3-я, д. 26, стр. 2",1909,муниципальный округ Сокольники
"ул. Боевская 2-я, д. 6",1910,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 23/7, стр. 3",1912,муниципальный округ Сокольники
"ул. Рыбинская 3-я, д. 28",1914,муниципальный округ Сокольники
"просек. Поперечный, д. 17",1917,муниципальный округ Сокольники
"ул. Короленко, д. 6, к. Б",1917,муниципальный округ Сокольники
"ул. Маленковская, д. 32, стр. 1",1917,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1, к. Б",1924,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1",1924,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1, к. А",1924,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1Г",1924,муниципальный округ Сокольники
"ул. Короленко, д. 7, к. 2",1926,муниципальный округ Сокольники
"ул. Короленко, д. 7, к. 3",1926,муниципальный округ Сокольники
"ул. Короленко, д. 7, к. 1",1926,муниципальный округ Сокольники
"ул. Маленковская, д. 7",1927,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 19, к. 2",1927,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 8",1928,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 23/7, к. 1",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 5",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 7",1928,муниципальный округ Сокольники
"ул. Стромынка, д. 21, к. 1",1928,муниципальный округ Сокольники
"ул. Стромынка, д. 23/16",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 6",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 1",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 4",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 3",1928,муниципальный округ Сокольники
"ул. Колодезная, д. 7, к. 2",1928,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1/10",1928,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 19, к. 3",1928,муниципальный округ Сокольники
"ул. Жебрунова, д. 2",1929,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 16",1929,муниципальный округ Сокольники
"ул. Боевская 1-я, д. 1, к. 1",1930,муниципальный округ Сокольники
"пер. Колодезный, д. 2, к. 2",1930,муниципальный округ Сокольники
"пер. Колодезный, д. 2, к. 1",1930,муниципальный округ Сокольники
"ул. Матросская Тишина, д. 16, к. А",1930,муниципальный округ Сокольники
"ул. Короленко, д. 6, к. А",1931,муниципальный округ Сокольники
"ул. Боевская 1-я, д. 1, к. 2",1931,муниципальный округ Сокольники
"ул. Сокольническая 4-я, д. 2",1932,муниципальный округ Сокольники
"ул. Короленко, д. 4/14",1935,муниципальный округ Сокольники
"ул. Остроумовская М., д. 1/3",1939,муниципальный округ Сокольники
"ул. Русаковская, д. 18/20",1940,муниципальный округ Сокольники
"пер. Песочный, д. 3",1953,муниципальный округ Сокольники
"ул. Сокольническая Слободка, д. 14/18",1956,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 11, к. 1",1956,муниципальный округ Сокольники
"ул. Сокольническая 3-я, д. 7",1956,муниципальный округ Сокольники
"ул. Сокольническая 4-я, д. 1, к. 1",1957,муниципальный округ Сокольники
"ул. Сокольнический Вал, д. 46",1957,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 6",1957,муниципальный округ Сокольники
"ул. Гастелло, д. 41",1957,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 5",1957,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 4",1957,муниципальный округ Сокольники
"ул. Шумкина, д. 1/26",1957,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 11, к. 2",1957,муниципальный округ Сокольники
"ул. Короленко, д. 2, к. 1",1957,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 3",1957,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 23/2",1957,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 1",1957,муниципальный округ Сокольники
"ул. Рыбинская 2-я, д. 12",1958,муниципальный округ Сокольники
"ул. Короленко, д. 2/23, к. 5",1958,муниципальный округ Сокольники
"ул. Маленковская, д. 9/11",1958,муниципальный округ Сокольники
"пер. Матросский Б., д. 1",1958,муниципальный округ Сокольники
"ул. Охотничья, д. 10/12, к. 2",1958,муниципальный округ Сокольники
"ул. Егерская, д. 10",1958,муниципальный округ Сокольники
"ул. Короленко, д. 2/23, к. 6",1958,муниципальный округ Сокольники
"ул. Егерская, д. 12",1958,муниципальный округ Сокольники
"ул. Рыбинская 3-я, д. 26, стр. 1",1958,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 11, к. 3",1958,муниципальный округ Сокольники
"ул. Шумкина, д. 3, к. 1",1958,муниципальный округ Сокольники
"ул. Короленко, д. 2/23, к. 4",1958,муниципальный округ Сокольники
"пер. Старослободский, д. 2",1959,муниципальный округ Сокольники
"ул. Жебрунова, д. 4",1959,муниципальный округ Сокольники
"пер. Старослободский, д. 4",1959,муниципальный округ Сокольники
"ул. Бабаевская, д. 1/8, стр. 3",1959,муниципальный округ Сокольники
"ул. Боевская 1-я, д. 2/12, стр. 4",1959,муниципальный округ Сокольники
"ул. Остроумовская Б., д. 17",1959,муниципальный округ Сокольники
"ул. Стромынка, д. 5",1959,муниципальный округ Сокольники
"ул. Шумкина, д. 5",1959,муниципальный округ Сокольники
"ул. Короленко, д. 1, к. 2",1960,муниципальный округ Сокольники
"пер. Старослободский, д. 6",1960,муниципальный округ Сокольники
